id,name,aliases,languages,category,subcategory,kind,maturity,status,first_release,license,organization,repository,website,summary_ja,problem_ja,tags,verification_level
jooby,Jooby,,Java|Kotlin,backend-web,modular web framework,framework,standard,active,2014,Apache-2.0,,https://github.com/jooby-project/jooby,https://jooby.io/,Java/Kotlin の高速 modular Web framework。,簡潔な routing と production integration を提供する。,backend-web|java|kotlin,catalog-reviewed
kemal,Kemal,,Crystal,backend-web,microframework,framework,seed,unknown,,unknown,,https://github.com/kemalcr/kemal,https://kemalcr.com/,Sinatra-like Crystal Web framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|core-framework,seed-unverified
koa,Koa,,JavaScript|TypeScript,backend-web,minimal Node.js framework,framework,standard,active,2013,MIT,,https://github.com/koajs/koa,https://koajs.com/,async middleware composition を中心にした Express authors の Node framework。,callback-era middleware を async/await と小さな core で再設計する。,backend-web|javascript|typescript,catalog-reviewed
ktor,Ktor,,Kotlin,backend-web,asynchronous server/client framework,framework,standard,active,2018,Apache-2.0,,https://github.com/ktorio/ktor,https://ktor.io/,Kotlin coroutine-native の server/client framework。,Kotlin DSL と coroutine で lightweight asynchronous service を作る。,backend-web|kotlin,catalog-reviewed
laminas-mvc,Laminas MVC,,PHP,backend-web,enterprise component framework,framework,standard,active,2019,BSD-3-Clause,,https://github.com/laminas/laminas-mvc,https://getlaminas.org/,Zend Framework の後継となる modular PHP component/MVC ecosystem。,enterprise PHP application の component と interoperability を提供する。,backend-web|php,catalog-reviewed
lapis,Lapis,,Lua,backend-web,OpenResty web framework,framework,seed,unknown,,unknown,,https://github.com/leafo/lapis,https://leafo.net/lapis/,OpenResty/Nginx または Lua server 上の Web framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|core-framework,seed-unverified
laravel,Laravel,,PHP,backend-web,full-stack MVC,framework,deep,active,2011,MIT,Laravel Holdings / community,https://github.com/laravel/framework,https://laravel.com/,表現力の高い API と統合された routing、container、Eloquent ORM、queue、cache、auth、CLI を提供する PHP のフルスタック framework。,PHP Web 開発で繰り返される認証、ルーティング、セッション、キャッシュ、DB 操作を、楽しく一貫した開発体験で解決する。,php|mvc|eloquent|blade|artisan|full-stack,official-reviewed
lift,Lift,,Scala,backend-web,full-stack web framework,framework,standard,active,2007,Apache-2.0,,https://github.com/lift/framework,https://liftweb.net/,Scala の secure、stateful、real-time Web framework。,Scala functional programming と rich Web application を統合する。,backend-web|scala,catalog-reviewed
litestar,Litestar,,Python,backend-web,typed ASGI framework,framework,standard,active,2021,MIT,,https://github.com/litestar-org/litestar,https://litestar.dev/,typing、DI、OpenAPI、plugins を重視する ASGI framework。,大規模 typed API の構造と performance を統合する。,backend-web|python,catalog-reviewed
loopback,LoopBack,,TypeScript,backend-web,API framework,framework,standard,active,2013,MIT,,https://github.com/loopbackio/loopback-next,https://loopback.io/,model/repository/controller と OpenAPI を統合する Node API framework。,enterprise API と data source connector を metadata-driven に構築する。,backend-web|typescript,catalog-reviewed
lucky,Lucky,,Crystal,backend-web,type-safe Crystal framework,framework,seed,unknown,,unknown,,https://github.com/luckyframework/lucky,https://luckyframework.org/,compile-time checked routes/params の Crystal Web framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|core-framework,seed-unverified
luminus,Luminus,,Clojure,backend-web,micro-framework template,framework,standard,active,2012,MIT,,https://github.com/luminus-framework/luminus-template,https://luminusweb.com/,Ring ecosystem component を opinionated template で統合する。,Clojure Web application の library selection/setup を簡単にする。,backend-web|clojure,catalog-reviewed
martini,Martini,,Go,backend-web,Go microframework,framework,standard,archived,2013,MIT,,https://github.com/go-martini/martini,https://github.com/go-martini/martini,dependency injection と middleware の簡潔な Go Web framework。,Go Web handler を Sinatra-like API で組み立てる。,backend-web|lineage,catalog-reviewed
meteor,Meteor,,JavaScript|TypeScript,backend-web,full-stack realtime platform,framework,standard,active,2012,MIT,,https://github.com/meteor/meteor,https://www.meteor.com/,client/server data synchronization と build/package を統合した full-stack platform。,realtime Web app を一つの JavaScript stack で素早く作る。,backend-web|javascript|typescript,catalog-reviewed
micronaut,Micronaut,,Java|Kotlin|Groovy,backend-web,compile-time DI cloud framework,framework,deep,active,2018,Apache-2.0,Micronaut Foundation,https://github.com/micronaut-projects/micronaut-core,https://micronaut.io/,compile-time DI/AOP と cloud integration により、reflection を減らし高速起動・低 memory を狙う JVM application framework。,Spring 型 DI framework の developer experience を保ちながら、runtime classpath scan、proxy、reflection の cost を削減する。,jvm|compile-time|di|serverless,official-reviewed
mojolicious,Mojolicious,,Perl,backend-web,real-time web framework,framework,seed,unknown,,unknown,,https://github.com/mojolicious/mojo,https://mojolicious.org/,non-blocking I/O、WebSocket、templates を含む Perl framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|core-framework,seed-unverified
nestjs,NestJS,,TypeScript,backend-web,opinionated Node.js application framework,framework,deep,active,2017,MIT,NestJS / community,https://github.com/nestjs/nest,https://nestjs.com/,Angular に似た module、decorator、DI を Node.js server development に適用する TypeScript framework。Express/Fastify を transport layer として利用できる。,大規模 Node backend で controller、service、module、validation、testing、microservice transport の構造を統一する。,typescript|di|decorators|enterprise|nodejs,official-reviewed
nette,Nette,,PHP,backend-web,component web framework,framework,standard,active,2004,BSD-3-Clause,,https://github.com/nette,https://nette.org/,component UI、DI、forms、security を持つ PHP framework。,安全で component-oriented な Web application を構築する。,backend-web|php,catalog-reviewed
oak,Oak,,TypeScript,backend-web,Deno middleware framework,framework,standard,active,2018,MIT,,https://github.com/oakserver/oak,https://oakserver.github.io/oak/,Koa-inspired middleware/router for Deno and Web APIs。,Deno HTTP application に structured middleware を提供する。,backend-web|typescript,catalog-reviewed
oat,oat++,,C++,backend-web,object-oriented web framework,framework,standard,active,2018,Apache-2.0,,https://github.com/oatpp/oatpp,https://oatpp.io/,DTO、controller、ORM、OpenAPI を持つ zero-dependency-oriented C++ framework。,portable C++ service の typed layers を提供する。,backend-web|c++,catalog-reviewed
opium,Opium,,OCaml,backend-web,Sinatra-like web framework,framework,standard,active,2014,MIT,,https://github.com/rgrinberg/opium,https://github.com/rgrinberg/opium,Rock middleware 上の OCaml Web framework。,functional middleware と routing で small service を作る。,backend-web|ocaml,catalog-reviewed
oxygen-jl,Oxygen.jl,,Julia,backend-web,Julia web framework,framework,seed,unknown,,unknown,,https://github.com/OxygenFramework/Oxygen.jl,https://oxygenframework.github.io/Oxygen.jl/,Julia の lightweight Web/API framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|core-framework,seed-unverified
padrino,Padrino,,Ruby,backend-web,Sinatra full-stack framework,framework,standard,maintenance,2010,MIT,,https://github.com/padrino/padrino-framework,https://padrinorb.com/,Sinatra を generator、admin、mailer、ORM adapter で拡張する。,microframework と full-stack productivity の間を埋める。,backend-web|ruby,catalog-reviewed
pedestal,Pedestal,,Clojure,backend-web,service framework,framework,standard,active,2013,EPL-1.0,,https://github.com/pedestal/pedestal,https://pedestal.io/,interceptor chain と async service model の Clojure framework。,large service の request lifecycle を data-driven interceptor で構築する。,backend-web|clojure,catalog-reviewed
phalcon,Phalcon,,PHP|C,backend-web,native-extension web framework,framework,standard,active,2012,BSD-3-Clause,,https://github.com/phalcon/cphalcon,https://phalcon.io/,C extension として実装された PHP full-stack framework。,PHP userland overhead を減らし高性能 MVC/ORM を提供する。,backend-web|php|c,catalog-reviewed
phoenix,Phoenix,,Elixir,backend-web,real-time full-stack web framework,framework,deep,active,2014,MIT,Phoenix community,https://github.com/phoenixframework/phoenix,https://www.phoenixframework.org/,Elixir/Erlang VM の supervision、lightweight process、message passing を Web、channel、LiveView に結び付ける full-stack framework。,Rails 級の生産性を保ちながら、高並行、障害分離、real-time connection、長時間 session を扱う。,elixir|beam|realtime|liveview|fault-tolerance,official-reviewed
play-framework,Play Framework,,Java|Scala,backend-web,reactive full-stack framework,framework,standard,active,2007,Apache-2.0,,https://github.com/playframework/playframework,https://www.playframework.com/,Scala/Java の非同期 Web framework。hot reload と stateless architecture を重視。,JVM Web 開発の feedback loop と scalability を改善する。,backend-web|java|scala,catalog-reviewed
plumber,Plumber,,R,backend-web,R API framework,framework,seed,unknown,,unknown,,https://github.com/rstudio/plumber,https://www.rplumber.io/,annotation から R function を Web API にする。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|core-framework,seed-unverified
poem,Poem,,Rust,backend-web,full-featured async web framework,framework,standard,active,2021,MIT OR Apache-2.0,,https://github.com/poem-web/poem,https://github.com/poem-web/poem,OpenAPI integration を含む async Rust Web framework。,ergonomic handler と typed API schema を統合する。,backend-web|rust,catalog-reviewed
prologue,Prologue,,Nim,backend-web,async web framework,framework,seed,unknown,,unknown,,https://github.com/planety/prologue,https://planety.github.io/prologue/,async、middleware、session の Nim Web framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|core-framework,seed-unverified
pyramid,Pyramid,,Python,backend-web,flexible web framework,framework,standard,active,2010,BSD-like,,https://github.com/Pylons/pyramid,https://trypyramid.com/,小さく始め大規模化できる configuration-flexible Python Web framework。,micro と full-stack の間で architecture を選べるようにする。,backend-web|python,catalog-reviewed
quarkus,Quarkus,,Java|Kotlin,backend-web,Kubernetes-native Java framework,framework,deep,active,2019,Apache-2.0,Red Hat / community,https://github.com/quarkusio/quarkus,https://quarkus.io/,build-time processing と GraalVM native image 対応により、Java の起動時間・memory footprint を cloud/container 向けに最適化する framework。,従来 JVM framework の起動時間と memory 使用量が、serverless、dense container、autoscaling で不利になる問題を減らす。,java|native-image|kubernetes|build-time,official-reviewed
quart,Quart,,Python,backend-web,async Flask-compatible framework,framework,standard,active,2017,MIT,,https://github.com/pallets/quart,https://quart.palletsprojects.com/,Flask API に近い ASGI async framework。,Flask skill を保ちながら async/WebSocket を使う。,backend-web|python,catalog-reviewed
revel,Revel,,Go,backend-web,full-stack web framework,framework,standard,active,2011,MIT,,https://github.com/revel/revel,https://revel.github.io/,hot reload、MVC、validation を持つ Go framework。,Play/Rails 型の developer experience を Go に提供する。,backend-web|go,catalog-reviewed
robyn,Robyn,,Python|Rust,backend-web,Rust-backed Python web framework,framework,standard,active,2021,BSD-2-Clause,,https://github.com/sparckles/Robyn,https://robyn.tech/,Rust runtime を利用する Python Web framework。,Python DX と native performance を組み合わせる。,backend-web|python|rust,catalog-reviewed
rocket,Rocket,,Rust,backend-web,type-safe web framework,framework,standard,active,2016,MIT OR Apache-2.0,,https://github.com/rwf2/Rocket,https://rocket.rs/,attribute macro、request guard、managed state を持つ Rust Web framework。,type-safe routing と ergonomic API で Rust Web 開発を簡潔にする。,backend-web|rust,catalog-reviewed
roda,Roda,,Ruby,backend-web,routing tree framework,framework,standard,active,2012,MIT,,https://github.com/jeremyevans/roda,https://roda.jeremyevans.net/,routing tree を request ごとに走査する小型 Ruby Web framework。,高い control と plugin-based extension を少ない overhead で提供する。,backend-web|ruby,catalog-reviewed
routing-controllers,routing-controllers,,TypeScript,backend-web,decorator controllers framework,framework,seed,unknown,,unknown,,https://github.com/typestack/routing-controllers,https://github.com/typestack/routing-controllers,Express/Koa に class/decorator controller を追加する framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|ecosystem-component,seed-unverified
ruby-on-rails,Ruby on Rails,Rails,Ruby,backend-web,full-stack MVC,framework,deep,active,2004,MIT,Rails Foundation / community,https://github.com/rails/rails,https://rubyonrails.org/,データベース駆動 Web アプリを Convention over Configuration、MVC、Active Record、統合ツール群で一体的に構築するフルスタック framework。,Web アプリごとに繰り返していたルーティング、ORM、テンプレート、migration、mail、job、asset、test の組み立てを一つの生産的な規約にまとめる。,mvc|active-record|convention-over-configuration|full-stack|hotwire,official-reviewed
sails-js,Sails.js,,JavaScript,backend-web,MVC Node framework,framework,standard,active,2012,MIT,,https://github.com/balderdashy/sails,https://sailsjs.com/,Rails-like MVC、ORM、WebSocket を持つ Node framework。,data-driven realtime Node application の scaffolding を提供する。,backend-web|javascript,catalog-reviewed
salvo,Salvo,,Rust,backend-web,modular web framework,framework,standard,active,2021,MIT OR Apache-2.0,,https://github.com/salvo-rs/salvo,https://salvo.rs/,routing、handler depot、OpenAPI を持つ Rust framework。,full-featured async Web service を modular に構築する。,backend-web|rust,catalog-reviewed
sanic,Sanic,,Python,backend-web,async web framework,framework,standard,active,2016,MIT,,https://github.com/sanic-org/sanic,https://sanic.dev/,asyncio を利用する高速 Python Web framework。,async handler と server を一体化し高並行 API を作る。,backend-web|python,catalog-reviewed
saturn,Saturn,,F#,backend-web,opinionated F# web framework,framework,standard,active,2018,MIT,,https://github.com/SaturnFramework/Saturn,https://saturnframework.org/,Giraffe 上の MVC、DI、routing、generator framework。,F# Web application に Rails/Phoenix-like conventions を提供する。,backend-web|f#,catalog-reviewed
scotty,Scotty,,Haskell,backend-web,microframework,framework,standard,active,2012,BSD-3-Clause,,https://github.com/scotty-web/scotty,https://github.com/scotty-web/scotty,Sinatra-inspired Haskell Web microframework。,型の強さを保ちつつ小さな Web app を簡潔に書く。,backend-web|haskell,catalog-reviewed
servant,Servant,,Haskell,backend-web,type-level API framework,framework,standard,active,2014,BSD-3-Clause,,https://github.com/haskell-servant/servant,https://www.servant.dev/,type-level API description から server/client/docs を導出する。,API contract の複製を型で除去する。,backend-web|haskell,catalog-reviewed
serverpod,Serverpod,,Dart,backend-web,Dart backend framework,framework,standard,active,2021,BSD-3-Clause,,https://github.com/serverpod/serverpod,https://serverpod.dev/,Dart code generation、ORM、RPC、auth を Flutter と統合する backend framework。,Flutter app と server の types/API を共有する。,backend-web|dart,catalog-reviewed
servicestack,ServiceStack,,C#,backend-web,service framework,framework,standard,active,2008,mixed,,https://github.com/ServiceStack/ServiceStack,https://servicestack.net/,DTO-first service、serialization、ORM、auth を統合する .NET framework。,Web service の end-to-end developer productivity を高める。,backend-web|c#,catalog-reviewed
shiny,Shiny,,R,backend-web,reactive Web application framework,framework,seed,unknown,,unknown,,https://github.com/rstudio/shiny,https://shiny.posit.co/,R/Python data analysis を reactive Web UI にする framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|core-framework,seed-unverified
sinatra,Sinatra,,Ruby,backend-web,microframework,framework,standard,active,2007,MIT,,https://github.com/sinatra/sinatra,https://sinatrarb.com/,DSL で route と response を直接記述する Ruby microframework。,Rails より小さく HTTP application を作る。,backend-web|ruby,catalog-reviewed
slim,Slim,,PHP,backend-web,microframework,framework,standard,active,2010,MIT,,https://github.com/slimphp/Slim,https://www.slimframework.com/,PSR-7/15 に基づく routing と middleware の PHP microframework。,standard interface で小さな API/Web app を作る。,backend-web|php,catalog-reviewed
spark-java,Spark Java,,Java,backend-web,microframework,framework,standard,active,2011,Apache-2.0,,https://github.com/perwendel/spark,https://sparkjava.com/,Sinatra 風 DSL の Java microframework。,小さな Java Web/API を簡潔に記述する。,backend-web|java,catalog-reviewed
spiral-framework,Spiral Framework,,PHP,backend-web,long-running application framework,framework,standard,active,2017,MIT,,https://github.com/spiral/framework,https://spiral.dev/,RoadRunner と組み合わせる modular PHP/GRPC framework。,long-running worker と high-performance PHP application を作る。,backend-web|php,catalog-reviewed
spock,Spock,,Haskell,backend-web,rapid web framework,framework,standard,active,2013,BSD-3-Clause,,https://github.com/agrafix/Spock,https://www.spock.li/,typed routing と middleware の Haskell Web framework。,pragmatic な Haskell Web service を少ない ceremony で作る。,backend-web|haskell,catalog-reviewed
spring-boot,Spring Boot,,Java|Kotlin,backend-web,opinionated application framework,framework,deep,active,2014,Apache-2.0,Spring / Broadcom,https://github.com/spring-projects/spring-boot,https://spring.io/projects/spring-boot,Spring アプリケーションを自動設定、Starter、組み込みサーバー、運用機能で素早く本番化するための意見を持った層。,Spring の柔軟性が生む初期設定、依存関係選定、サーバー構築、監視・設定管理の反復作業を削減する。,spring|autoconfiguration|starter|actuator|microservices,official-reviewed
spring-framework,Spring Framework,,Java|Kotlin,backend-web,enterprise application framework,framework,deep,active,2004,Apache-2.0,Spring / Broadcom,https://github.com/spring-projects/spring-framework,https://spring.io/projects/spring-framework,Java/Kotlin アプリケーションの構成、依存性注入、Web、データアクセス、トランザクション、テストを統合する基盤フレームワーク。,初期 J2EE/EJB の重いコンテナ依存、テスト困難、設定量、インフラ API と業務コードの密結合を減らす。,ioc|di|aop|mvc|reactive|enterprise,official-reviewed
starlette,Starlette,,Python,backend-web,ASGI toolkit,framework,standard,active,2018,BSD-3-Clause,,https://github.com/Kludex/starlette,https://www.starlette.io/,軽量 ASGI framework/toolkit。routing、middleware、WebSocket、test client を提供。,async Python Web component の共通基盤を作る。,backend-web|python,catalog-reviewed
symfony,Symfony,,PHP,backend-web,component-based full-stack framework,framework,standard,active,2005,MIT,,https://github.com/symfony/symfony,https://symfony.com/,再利用 component と full-stack bundle system を持つ PHP framework。,large PHP application の標準 component と長期保守構造を提供する。,backend-web|php,catalog-reviewed
tide,Tide,,Rust,backend-web,async web framework,framework,standard,maintenance,2019,MIT OR Apache-2.0,,https://github.com/http-rs/tide,https://github.com/http-rs/tide,async-std ecosystem の Web framework。,simple state/middleware model で async service を作る。,backend-web|rust,catalog-reviewed
tornado,Tornado,,Python,backend-web,asynchronous networking framework,framework,standard,active,2009,Apache-2.0,,https://github.com/tornadoweb/tornado,https://www.tornadoweb.org/,non-blocking network library と Web framework。,多数の long-lived connection を Python で扱う。,backend-web|python,catalog-reviewed
vapor,Vapor,,Swift,backend-web,server-side Swift framework,framework,standard,active,2016,MIT,,https://github.com/vapor/vapor,https://vapor.codes/,SwiftNIO 上の routing、middleware、Fluent ORM の Web framework。,Swift の型と async/await を server application に使う。,backend-web|swift,catalog-reviewed
veb,Veb,,V,backend-web,V web framework,framework,seed,unknown,,unknown,,https://github.com/vlang/v,https://docs.vlang.io/veb.html,V language 標準 ecosystem の Web framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|candidate,seed-unverified
vert-x,Vert.x,,Java|Kotlin|JavaScript,backend-web,reactive toolkit,framework,standard,active,2011,Apache-2.0,,https://github.com/eclipse-vertx/vert.x,https://vertx.io/,event-loop と polyglot API を持つ reactive application toolkit。,高並行 network service を composable component で作る。,backend-web|java|kotlin|javascript,catalog-reviewed
warp,Warp,,Rust,backend-web,composable filter framework,framework,standard,active,2018,MIT,,https://github.com/seanmonstar/warp,https://github.com/seanmonstar/warp,Hyper 上で typed Filter を合成する Rust Web framework。,routing/validation/rejection を compile-time composable graph にする。,backend-web|rust,catalog-reviewed
yesod,Yesod,,Haskell,backend-web,type-safe full-stack framework,framework,standard,active,2010,MIT,,https://github.com/yesodweb/yesod,https://www.yesodweb.com/,typed routes、persistent、templates を統合する Haskell Web framework。,URL、form、HTML、DB の error を compile time に寄せる。,backend-web|haskell,catalog-reviewed
yii,Yii,,PHP,backend-web,high-performance application framework,framework,standard,active,2008,BSD-3-Clause,,https://github.com/yiisoft/yii2,https://www.yiiframework.com/,component、DI、Active Record、generator を持つ PHP framework。,performance と full-stack productivity を両立する。,backend-web|php,catalog-reviewed
zap,zap,,Zig,backend-web,Zig web framework,framework,seed,unknown,,unknown,,https://github.com/zigzap/zap,https://github.com/zigzap/zap,facil.io を利用する Zig HTTP framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,backend-web|candidate,seed-unverified
zio-http,ZIO HTTP,,Scala,backend-web,functional web framework,framework,standard,active,2020,Apache-2.0,,https://github.com/zio/zio-http,https://zio.dev/zio-http/,ZIO runtime と typed effects 上の HTTP framework。,型付き error/resource/concurrency model で service を構築する。,backend-web|scala,catalog-reviewed
click,Click,,Python,cli,CLI framework,framework,standard,active,2014,BSD-3-Clause,,https://github.com/pallets/click,https://click.palletsprojects.com/,command、option、context を composable に扱う Python CLI framework。,portable で testable な command-line application を作る。,cli|python,catalog-reviewed
rich-cli,Rich-CLI,,Python,cli,terminal formatting application,framework,seed,unknown,,unknown,,https://github.com/Textualize/rich-cli,https://github.com/Textualize/rich-cli,Rich を利用する command-line toolbox。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,cli|application,seed-unverified
typer,Typer,,Python,cli,typed CLI framework,framework,standard,active,2019,MIT,,https://github.com/fastapi/typer,https://typer.tiangolo.com/,type hints から Click CLI と help/completion を生成する framework。,CLI parameter parsing と documentation の重複を減らす。,cli|python,catalog-reviewed
ant-design,Ant Design,,TypeScript|React,css-ui,enterprise design system,framework,standard,active,2015,MIT,,https://github.com/ant-design/ant-design,https://ant.design/,enterprise React component と design language。,業務 UI の table/form/navigation pattern を統一する。,css-ui|typescript|react,catalog-reviewed
bootstrap,Bootstrap,,CSS|JavaScript,css-ui,CSS component framework,framework,standard,active,2011,MIT,,https://github.com/twbs/bootstrap,https://getbootstrap.com/,grid、utility、component、JS behavior の CSS framework。,responsive Web UI の common component を標準化する。,css-ui|css|javascript,catalog-reviewed
bulma,Bulma,,CSS,css-ui,CSS framework,framework,standard,active,2016,MIT,,https://github.com/jgthms/bulma,https://bulma.io/,Flexbox ベースで JavaScript を含まない CSS component framework。,semantic class で responsive UI を構築する。,css-ui|css,catalog-reviewed
chakra-ui,Chakra UI,,TypeScript|React,css-ui,accessible component system,framework,standard,active,2019,MIT,,https://github.com/chakra-ui/chakra-ui,https://chakra-ui.com/,style props と accessible primitive の React component framework。,consistent theme と accessibility を developer-friendly API で提供する。,css-ui|typescript|react,catalog-reviewed
foundation,Foundation,,CSS|JavaScript,css-ui,responsive frontend framework,framework,standard,active,2011,MIT,,https://github.com/foundation/foundation-sites,https://get.foundation/,responsive grid、component、accessibility の frontend framework。,cross-device site/application UI の基盤を提供する。,css-ui|css|javascript,catalog-reviewed
mantine,Mantine,,TypeScript|React,css-ui,React component framework,framework,standard,active,2021,MIT,,https://github.com/mantinedev/mantine,https://mantine.dev/,hooks、forms、component、theme の React UI framework。,application UI の common functionality を一 ecosystem に統合する。,css-ui|typescript|react,catalog-reviewed
material-ui,Material UI,,TypeScript|React,css-ui,React component framework,framework,standard,active,2014,MIT,,https://github.com/mui/material-ui,https://mui.com/,Material Design と enterprise component の React UI framework。,accessible/themeable な React UI component を大量提供する。,css-ui|typescript|react,catalog-reviewed
tailwind-css,Tailwind CSS,,CSS|JavaScript,css-ui,utility-first CSS framework,framework,standard,active,2017,MIT,,https://github.com/tailwindlabs/tailwindcss,https://tailwindcss.com/,utility class と build-time generation の CSS framework。,component-specific CSS naming と context switching を減らす。,css-ui|css|javascript,catalog-reviewed
apache-airflow,Apache Airflow,,Python,data-framework,workflow orchestration,framework,standard,active,2015,Apache-2.0,,https://github.com/apache/airflow,https://airflow.apache.org/,DAG と scheduler を中心とする data workflow framework。,batch pipeline の依存、retry、監視、運用を統合する。,data-framework|python,catalog-reviewed
apache-beam,Apache Beam,,Java|Python|Go,data-framework,portable data processing model,framework,standard,active,2016,Apache-2.0,,https://github.com/apache/beam,https://beam.apache.org/,batch/stream pipeline model と runner portability を提供。,pipeline code と execution engine を分離する。,data-framework|java|python|go,catalog-reviewed
apache-flink,Apache Flink,,Java|Scala,data-framework,stream processing framework,framework,standard,active,2011,Apache-2.0,,https://github.com/apache/flink,https://flink.apache.org/,stateful event-time stream processing framework。,exactly-once state と low-latency streaming pipeline を運用する。,data-framework|java|scala,catalog-reviewed
apache-spark,Apache Spark,,Scala|Java|Python|R,data-framework,distributed data processing engine,framework,standard,active,2014,Apache-2.0,,https://github.com/apache/spark,https://spark.apache.org/,RDD/DataFrame/SQL/streaming/ML の cluster data framework。,large-scale batch/stream processing を unified engine で実行する。,data-framework|scala|java|python|r,catalog-reviewed
dagster,Dagster,,Python,data-framework,data orchestrator,framework,standard,active,2018,Apache-2.0,,https://github.com/dagster-io/dagster,https://dagster.io/,asset-aware data orchestration framework。,data asset、lineage、testability を pipeline design の中心にする。,data-framework|python,catalog-reviewed
prefect,Prefect,,Python,data-framework,workflow orchestration,framework,standard,active,2018,Apache-2.0,,https://github.com/PrefectHQ/prefect,https://www.prefect.io/,Python-native workflow orchestration framework。,normal Python function を resilient observable workflow にする。,data-framework|python,catalog-reviewed
scrapy,Scrapy,,Python,data-framework,web crawling framework,framework,standard,active,2008,BSD-3-Clause,,https://github.com/scrapy/scrapy,https://scrapy.org/,crawler、scheduler、pipeline、downloader middleware を持つ scraping framework。,大規模 crawling の concurrency、retry、item processing を構造化する。,data-framework|python,catalog-reviewed
targets,targets,,R,data-framework,pipeline framework,framework,seed,unknown,,unknown,,https://github.com/ropensci/targets,https://books.ropensci.org/targets/,dependency graph と cache による reproducible pipeline framework。,GitHub Topics から発見された。framework 本体、ecosystem component、application、誤分類のどれかを一次資料で判定する必要がある。,data-framework|core-framework,seed-unverified
diesel,Diesel,,Rust,data-model,compile-time ORM/query builder,framework-adjacent,standard,active,2015,MIT OR Apache-2.0,,https://github.com/diesel-rs/diesel,https://diesel.rs/,schema と query を compile-time 型検査する Rust ORM。,SQL query の型 mismatch を build 時に検出する。,data-model|rust,catalog-reviewed
django-orm,Django ORM,,Python,data-model,declarative ORM,framework-adjacent,standard,active,2005,BSD-3-Clause,,https://github.com/django/django,https://docs.djangoproject.com/en/stable/topics/db/,Django model、QuerySet、migration の統合 ORM。,Web application の schema と CRUD/query を declarative に扱う。,data-model|python,catalog-reviewed
doctrine-orm,Doctrine ORM,,PHP,data-model,Data Mapper ORM,framework-adjacent,standard,active,2006,MIT,,https://github.com/doctrine/orm,https://www.doctrine-project.org/projects/orm.html,Unit of Work と Data Mapper の PHP ORM。,domain object と relational persistence を分離して mapping する。,data-model|php,catalog-reviewed
ecto,Ecto,,Elixir,data-model,database wrapper/query framework,framework-adjacent,standard,active,2014,Apache-2.0,,https://github.com/elixir-ecto/ecto,https://hexdocs.pm/ecto/,schema、changeset、query、repo を分離する Elixir data framework。,immutable data validation と relational query/transaction を明示的に扱う。,data-model|elixir,catalog-reviewed
eloquent-orm,Eloquent ORM,Eloquent,PHP,data-model,Active Record ORM,data-framework,deep,active,2011,MIT,Laravel,https://github.com/laravel/framework/tree/13.x/src/Illuminate/Database/Eloquent,https://laravel.com/docs/eloquent,Laravel の Active Record ORM。relation、query scope、cast、event、factory、resource serialization を表現力の高い PHP API に統合する。,PHP application の SQL/CRUD/relation boilerplate を減らし、Laravel conventions と一体化した data model を提供する。,php|orm|active-record|laravel,official-reviewed
ent,Ent,,Go,data-model,schema graph ORM,framework-adjacent,standard,active,2019,Apache-2.0,,https://github.com/ent/ent,https://entgo.io/,schema から type-safe entity/query code を生成する Go framework。,graph-like domain relation と compile-time safety を両立する。,data-model|go,catalog-reviewed
entity-framework-core,Entity Framework Core,EF Core,C#|F#,data-model,.NET Data Mapper ORM,data-framework,deep,active,2016,MIT,Microsoft / .NET Foundation,https://github.com/dotnet/efcore,https://learn.microsoft.com/ef/core/,.NET object model と relational/document providers を LINQ、change tracking、migration、unit of work で接続する ORM。,ADO.NET boilerplate を減らし、strongly typed LINQ query と domain entity mapping を ASP.NET Core ecosystem に統合する。,dotnet|orm|linq|data-mapper,official-reviewed
exposed,Exposed,,Kotlin,data-model,SQL framework,framework-adjacent,standard,active,2016,Apache-2.0,,https://github.com/JetBrains/Exposed,https://www.jetbrains.com/help/exposed/,Kotlin DSL と DAO の relational database framework。,SQL type safety と Kotlin idiom を両立する。,data-model|kotlin,catalog-reviewed
