id,name,aliases,languages,category,subcategory,kind,maturity,status,first_release,license,organization,repository,website,summary_ja,problem_ja,tags,verification_level
github-dj-bolt-django-bolt,django-bolt,dj-bolt/django-bolt,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2025,NOASSERTION,dj-bolt,https://github.com/dj-bolt/django-bolt,https://bolt.farhana.li/,"The fastest Python web framework, built on Django. Rust (Actix Web) HTTP server + async typed handlers + msgspec, with the full Django ORM, Admin, middleware and auth. 300k+ req/s, no gunicorn/uvicorn.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,actix-web|api|async|core-framework|django|django-bolt|django-ninja|django-rest-framework|fastapi-alternative|high-performance|msgspec|openapi|pyo3|python|rest-api|rust|topic-derived|web-framework|websocket,machine-classified
github-django-commons-django-unicorn,django-unicorn,django-commons/django-unicorn,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2020,MIT,django-commons,https://github.com/django-commons/django-unicorn,https://www.django-unicorn.com,The magical reactive component framework for Django ✨。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|django|frontend-framework|fullstack|javascript|python|topic-derived,machine-classified
github-doctest-doctest,doctest,doctest/doctest,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2014,MIT,doctest,https://github.com/doctest/doctest,https://bit.ly/doctest-docs,The fastest feature-rich C++11/14/17/20/23 single-header testing framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,c-plus-plus|core-framework|cpp|cpp11|cpp14|cpp17|cpp20|cpp23|doctest|header-only|single-file|tdd|testing|testing-framework|topic-derived|unit-testing,machine-classified
github-camlworks-dream,dream,camlworks/dream,OCaml,application-framework,topic-derived core-framework,framework,seed,unknown,2021,MIT,camlworks,https://github.com/camlworks/dream,https://camlworks.github.io/dream/,"Tidy, feature-complete Web framework。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|framework|graphql|http|ocaml|reasonml|topic-derived|web|websockets,machine-classified
github-dreamfactorysoftware-dreamfactory,dreamfactory,dreamfactorysoftware/dreamfactory,Shell,application-framework,topic-derived core-framework,framework,seed,unknown,2015,Apache-2.0,dreamfactorysoftware,https://github.com/dreamfactorysoftware/dreamfactory,https://www.dreamfactory.com,"DreamFactory is a secure, self-hosted enterprise data access platform that provides governed API access to any data source, connecting enterprise applications and on-prem LLMs with role-based access and identity passthrough.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,api|api-generation|api-generator|automatic-api|core-framework|dreamfactory|framework|laravel|openapi|php|rest|topic-derived,machine-classified
github-apiaryio-dredd,dredd,apiaryio/dredd,JavaScript,application-framework,topic-derived core-framework,framework,seed,archived,2013,MIT,apiaryio,https://github.com/apiaryio/dredd,https://dredd.org,Language-agnostic HTTP API Testing Tool。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,api|api-blueprint|cli-app|core-framework|dredd|http|integration-testing|openapi|openapi-validation|openapi2|openapi3|sjs-team|swagger|test-framework|test-runner|testing|testing-framework|tests|topic-derived|unit-testing|validation,machine-classified
github-dohliam-dropin-minimal-css,dropin-minimal-css,dohliam/dropin-minimal-css,CSS,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,dohliam,https://github.com/dohliam/dropin-minimal-css,https://dohliam.github.io/dropin-minimal-css,Drop-in switcher for previewing minimal CSS frameworks。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,classless|classless-css|classless-theme|core-framework|css|css-boilerplate|css-framework|css-switcher|html|minimal|minimal-css|minimal-framework|minimalist|topic-derived|ultralight,machine-classified
dry-rb,dry-rb,,Ruby,application-framework,modular Ruby libraries,framework,standard,active,2015,MIT,,https://github.com/dry-rb,https://dry-rb.org/,DI、types、validation、transactions 等の composable libraries。,large Ruby app の明示性と境界を高める。,application-framework|ruby,catalog-reviewed
github-apache-dubbo,dubbo,apache/dubbo,Java,application-framework,topic-derived core-framework,framework,seed,unknown,2012,Apache-2.0,apache,https://github.com/apache/dubbo,https://dubbo.apache.org/,The java implementation of Apache Dubbo. An RPC and microservice framework.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|distributed-systems|dubbo|framework|grpc|http|java|microservices|restful|rpc|service-mesh|topic-derived|web,machine-classified
github-dvajs-dva,dva,dvajs/dva,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,dvajs,https://github.com/dvajs/dva,https://github.com/dvajs/dva,"🌱 React and redux based, lightweight and elm-style framework. (Inspired by elm and choo)。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|dva|elm|framework|redux|redux-saga|topic-derived,machine-classified
github-go-eagle-eagle,eagle,go-eagle/eagle,Go,application-framework,topic-derived core-framework,framework,seed,unknown,2018,MIT,go-eagle,https://github.com/go-eagle/eagle,https://go-eagle.dev,🦅 A Go framework for the API or Microservice。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,cloud-native|core-framework|eagle|framework|gin|go|golang|gorm|grpc|http|microservice|restful|topic-derived,machine-classified
github-earthly-earthly,earthly,earthly/earthly,Go,application-framework,topic-derived core-framework,framework,seed,unknown,2020,MPL-2.0,earthly,https://github.com/earthly/earthly,https://earthly.dev,"Super simple build framework with fast, repeatable builds and an instantly familiar syntax – like Dockerfile and Makefile had a baby.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,build|build-automation|build-system|build-tool|ci|ci-cd|cicd|container-builder|core-framework|docker-images|dockerfiles|framework|hacktoberfest|hacktoberfest2020|hacktoberfest2021|reproducible-builds|topic-derived,machine-classified
github-dromara-easy-es,easy-es,dromara/easy-es,Java,application-framework,topic-derived core-framework,framework,seed,unknown,2021,Apache-2.0,dromara,https://github.com/dromara/easy-es,https://github.com/dromara/easy-es,"A foolproof Elasticsearch ORM framework that is easy to use, requires minimal coding, and is highly expandable...",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|elasticsearch|java|orm|resthighlevelclient|topic-derived,machine-classified
github-elderdrivers-edxposedmanager,EdXposedManager,ElderDrivers/EdXposedManager,Java,application-framework,topic-derived core-framework,framework,seed,unknown,2019,GPL-3.0,ElderDrivers,https://github.com/ElderDrivers/EdXposedManager,https://edxp.meowcat.org/,Companion Android application for EdXposed。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,android|android-app|android-application|android-development|android-framework|android-ui|companion-app|core-framework|edxposed|edxposedinstaller|edxposedmanager|framework|hacktoberfest|manager|topic-derived|xposed|xposed-framework|xposed-module|xposed-new|xposedbridge|xposedinstaller|xposedmodule,machine-classified
github-m969-egameplay,EGamePlay,m969/EGamePlay,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2020,MIT,m969,https://github.com/m969/EGamePlay,https://github.com/m969/EGamePlay,"一个基于Entity-Component模式的灵活、通用、可扩展的轻量战斗（技能）框架，配置可选使用ScriptableObject或是Excel表格. A flexible, generic, easy to extend, lightweight combat (skills) framework based on Entity-Component pattern. Configuration can choose to use ScriptableObject or Excel tables.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,buff|core-framework|editor|framework|gameplay|mmorpg|odin-inspector|rpg|scriptableobject|skill|skillsystem|status|topic-derived|unity,machine-classified
github-eggjs-egg,egg,eggjs/egg,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,eggjs,https://github.com/eggjs/egg,https://eggjs.org,🥚🥚🥚🥚 Born to build better enterprise frameworks and apps with Node.js & Koa. https://307.run/eggcode。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|egg|eggjs|enterprise|framework|koa|koa-middleware|koa2|node-framework|nodejs|topic-derived,machine-classified
github-ehforwarderbot-ehforwarderbot,ehForwarderBot,ehForwarderBot/ehForwarderBot,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2016,AGPL-3.0,ehForwarderBot,https://github.com/ehForwarderBot/ehForwarderBot,https://ehforwarderbot.readthedocs.io,An extensible message tunneling chat bot framework. Delivers messages to and from multiple platforms and remotely control your accounts.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,chat-bot|chat-tunneling|chatbot|core-framework|eh-forwarder-bot|framework|hacktoberfest|python-3|topic-derived|tunnel-bot,machine-classified
github-fellouai-eko,eko,FellouAI/eko,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2024,MIT,FellouAI,https://github.com/FellouAI/eko,https://fellou.ai/eko,Eko (Eko Keeps Operating) - Build Production-ready Agentic Workflow with Natural Language - eko.fellou.ai。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,agent|agentic-ai|agentic-ai-development|agentic-framework|agentic-workflow|agents|ai-agents|browser-automation|browseruse|chain-of-thought|computer-automation|computeruse|core-framework|genai|llm-agents|llm-inference|llmapi|natural-language-inference|prompt-engineering|rag|topic-derived|workflow,machine-classified
github-elgg-elgg,Elgg,Elgg/Elgg,PHP,application-framework,topic-derived core-framework,framework,seed,unknown,2009,NOASSERTION,Elgg,https://github.com/Elgg/Elgg,https://elgg.org,A social networking engine in PHP/MySQL。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|elgg|framework|hacktoberfest|php|social-networking-engine|topic-derived,machine-classified
github-elizaos-eliza,eliza,elizaOS/eliza,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2024,MIT,elizaOS,https://github.com/elizaOS/eliza,https://elizaresearch.ai/,Open source agentic operating system。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,agent|agentic|ai|autonomous|chatbot|core-framework|crypto|discord|eliza|elizaos|framework|plugins|rag|slack|swarm|telegram|topic-derived,machine-classified
github-embabel-embabel-agent,embabel-agent,embabel/embabel-agent,Kotlin,application-framework,topic-derived core-framework,framework,seed,unknown,2025,Apache-2.0,embabel,https://github.com/embabel/embabel-agent,https://hub.embabel.com,Agent framework for the JVM. Pronounced Em-BAY-bel /ɛmˈbeɪbəl/。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,agent|agentic-ai|agents|ai|ai-agents|aiagentframework|core-framework|genai|generative-ai|java|kotlin|llms|multi-agents|multi-agents-orchestration|multi-agents-system|spring|topic-derived,machine-classified
github-embarklabs-embark,embark,embarklabs/embark,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2015,MIT,embarklabs,https://github.com/embarklabs/embark,https://framework.embarklabs.io/,"Framework for serverless Decentralized Applications using Ethereum, IPFS and other platforms。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,blockchain|core-framework|dapp|decentralized|ethereum|framework|ipfs|serverless|smart-contracts|swarm|topic-derived|whisper,machine-classified
github-g3n-engine,engine,g3n/engine,Go,application-framework,topic-derived core-framework,framework,seed,unknown,2017,BSD-2-Clause,g3n,https://github.com/g3n/engine,https://discord.gg/NfaeVr8zDg,Go 3D Game Engine (http://g3n.rocks)。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,3d-engine|3d-game-engine|3d-graphics|3d-rendering-engine|core-framework|game-engine|go|go-library|golang|opengl|topic-derived,machine-classified
github-engoengine-engo,engo,EngoEngine/engo,Go,application-framework,topic-derived core-framework,framework,seed,unknown,2014,MIT,EngoEngine,https://github.com/EngoEngine/engo,https://engoengine.github.io,Engo is an open-source 2D game engine written in Go.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|engo|entity-component-system|game-engine|go|opengl|topic-derived,machine-classified
github-sschmid-entitas,Entitas,sschmid/Entitas,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2014,MIT,sschmid,https://github.com/sschmid/Entitas,https://github.com/sschmid/Entitas,Entitas is a super fast Entity Component System (ECS) Framework specifically made for C# and Unity。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,c-sharp|code-generation|core-framework|csharp|design-pattern|design-patterns|ecs|entity|entity-component-system|game|game-development|game-engine|gamedev|performance|tdd|topic-derived|unity|unity3d,machine-classified
github-dotnet-entityframework-docs,EntityFramework.Docs,dotnet/EntityFramework.Docs,Mermaid,application-framework,topic-derived core-framework,framework,seed,unknown,2015,CC-BY-4.0,dotnet,https://github.com/dotnet/EntityFramework.Docs,https://learn.microsoft.com/ef/,Documentation for Entity Framework Core and Entity Framework 6。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|documentation|entity-framework|entity-framework-6|entity-framework-core|orm|topic-derived,machine-classified
github-giorgi-entityframework-exceptions,EntityFramework.Exceptions,Giorgi/EntityFramework.Exceptions,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2018,NOASSERTION,Giorgi,https://github.com/Giorgi/EntityFramework.Exceptions,https://giorgi.dev/entity-framework/introducing-entityframework-exceptions/,"Strongly typed exceptions for Entity Framework Core. Supports SQLServer, PostgreSQL, SQLite, Oracle and  MySql.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|database-exceptions|dotnet-core|entity-framework|entity-framework-core|entityframework|mysql|netcore2|netcore3|odp-net|oracle|orm|postgresql|sql-server|sqlite|sqlite3|topic-derived,machine-classified
github-skypjack-entt,entt,skypjack/entt,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2017,MIT,skypjack,https://github.com/skypjack/entt,https://github.com/skypjack/entt/wiki,Gaming meets modern C++ - a fast and reliable entity component system (ECS) and much more。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,architectural-patterns|core-framework|cpp|cpp17|cpp20|data-oriented|data-oriented-design|ecs|ecs-framework|entity-component-system|entt|game-dev|game-development|game-engine|game-programming|gamedev|header-only|modern-cpp|no-dependencies|production-ready|reflection|topic-derived,machine-classified
github-ergo-services-ergo,ergo,ergo-services/ergo,Go,application-framework,topic-derived core-framework,framework,seed,unknown,2017,MIT,ergo-services,https://github.com/ergo-services/ergo,https://ergo.services,An actor-based Framework with network transparency for creating event-driven architecture in Golang. Inspired by Erlang. Zero dependencies. 。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,actor-model|actors|core-framework|distributed|distributed-systems|elixir|ergo-framework|erlang|event-driven|event-driven-microservices|framework|go|golang|microservice|microservices-architecture|network-transparency|otp|otp-applications|supervisor|topic-derived|workflow|workflow-engine,machine-classified
github-egametang-et,ET,egametang/ET,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2010,NOASSERTION,egametang,https://github.com/egametang/ET,https://github.com/egametang/ET,Unity3D Client And C# Server Framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,actor|c-sharp|core-framework|dotnet|game|game-engine|meta|metaverse|mmo|mmorpg|server|topic-derived|unity|unity3d|web3,machine-classified
github-eva-engine-eva-js,eva.js,eva-engine/eva.js,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2021,MIT,eva-engine,https://github.com/eva-engine/eva.js,https://eva.js.org,Eva.js is a front-end game engine specifically for creating interactive game projects.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,canvas2d|core-framework|evajs|famework|front-end|game-engine|pixijs|topic-derived|webgl,machine-classified
github-vercel-eve,eve,vercel/eve,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2026,Apache-2.0,vercel,https://github.com/vercel/eve,https://eve.dev,The Open Framework for Building Agents。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,agent|core-framework|framework|harness|javascript|markdown|sandbox|topic-derived|typescript|vercel|workflows,machine-classified
github-eventflow-eventflow,EventFlow,eventflow/EventFlow,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2015,NOASSERTION,eventflow,https://github.com/eventflow/EventFlow,https://geteventflow.net,Async/await first CQRS+ES and DDD framework for .NET。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,async-await|c-sharp|core-framework|cqrs|cqrs-es|ddd|domain-driven-design|dotnet|dotnet-core|elasticsearch|event-sourcing|events|eventsourcing|eventstore|framework|netcore|netstandard|nuget|rabbitmq|sagas|topic-derived,machine-classified
github-excaliburjs-excalibur,Excalibur,excaliburjs/Excalibur,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2013,BSD-2-Clause,excaliburjs,https://github.com/excaliburjs/Excalibur,https://excaliburjs.com,🎮 Your friendly TypeScript 2D game engine for the web 🗡️。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|excalibur|excaliburjs|game-development|game-engine|game-framework|gamedev|games|html5-canvas|topic-derived|typescript,machine-classified
github-ezengine-ezengine,ezEngine,ezEngine/ezEngine,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2014,MIT,ezEngine,https://github.com/ezEngine/ezEngine,https://ezEngine.net,An open source C++ game engine.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,3d-game-engine|3d-graphics|c-plus-plus|core-framework|game-engine|gamedev|topic-derived,machine-classified
github-fdivitto-fabgl,FabGL,fdivitto/FabGL,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2019,NOASSERTION,fdivitto,https://github.com/fdivitto/FabGL,http://www.fabglib.org,"ESP32 Display Controller (VGA, PAL/NTSC Color Composite, SSD1306, ST7789, ILI9341), PS/2 Mouse and Keyboard Controller, Graphics Library, Sound Engine, Game Engine and ANSI/VT Terminal。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,audio|audio-engine|composite|core-framework|emulator|esp32|fabgl|game-engine|graphics-engine|graphics-library|gui|keyboard|mouse|ntsc|pal|ps2|sound|terminal|topic-derived|vga|vt100|widget-library,machine-classified
github-boazsegev-facil-io,facil.io,boazsegev/facil.io,C,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,boazsegev,https://github.com/boazsegev/facil.io,http://facil.io,Your high performance web application C framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,c|concurrency|core-framework|framework|http-parser|http-protocol|json|networking|pubsub|redis-client|server-sent-events|topic-derived|webserver|websocket-server|websockets,machine-classified
github-evalstate-fast-agent,fast-agent,evalstate/fast-agent,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2025,Apache-2.0,evalstate,https://github.com/evalstate/fast-agent,https://fast-agent.ai,"Code, Build and Evaluate agents - excellent Model and Skills/MCP/ACP/A2A Support。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,a2a|acp|agent|agent-framework|agent-skills|cli|core-framework|mcp|mcp-client|mcp-server|python|skills|topic-derived|tui,machine-classified
github-awtkns-fastapi-crudrouter,fastapi-crudrouter,awtkns/fastapi-crudrouter,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2020,MIT,awtkns,https://github.com/awtkns/fastapi-crudrouter,https://fastapi-crudrouter.awtkns.com,A dynamic FastAPI router that automatically creates CRUD routes for your models。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,api|async|asyncio|code-generation|core-framework|crud|crud-routes|fastapi|fastapi-crudrouter|framework|openapi|openapi-route|python|python3|redoc|rest|sql|swagger-ui|topic-derived|web,machine-classified
github-andeya-faygo,faygo,andeya/faygo,Go,application-framework,topic-derived core-framework,framework,seed,unknown,2016,Apache-2.0,andeya,https://github.com/andeya/faygo,https://github.com/henrylee2cn/faydoc,"Faygo is a fast and concise Go Web framework that can be used to develop high-performance web app(especially API) with fewer codes. Just define a struct handler, faygo will automatically bind/verify the request parameters and generate the online API doc.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,auto-api-doc|core-framework|golang|hot-update|http2|http2-push|httprouter|middleware|parameter-binding|server|server-push|shutdown-reboot-gracefully|swagger|topic-derived|web-framework,machine-classified
github-facebook-fbt,fbt,facebook/fbt,JavaScript,application-framework,topic-derived core-framework,framework,seed,archived,2018,MIT,facebook,https://github.com/facebook/fbt,https://facebook.github.io/fbt,A JavaScript Internationalization Framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|framework|i18n|internationalization|javascript|topic-derived,machine-classified
github-ferrumc-rs-ferrumc,ferrumc,ferrumc-rs/ferrumc,Rust,application-framework,topic-derived core-framework,framework,seed,unknown,2023,MIT,ferrumc-rs,https://github.com/ferrumc-rs/ferrumc,https://github.com/ferrumc-rs/ferrumc,A reimplementation of the minecraft server in rust.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,async-rust|concurrency|core-framework|cross-platform|game-development|game-engine|game-server|minecraft|minecraft-protocol|minecraft-server|modding|multiplayer|networking|open-source|packet-handler|performance|protocol-implementation|rust|server-framework|tokio|topic-derived,machine-classified
github-ihhub-fheroes2,fheroes2,ihhub/fheroes2,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2019,GPL-2.0,ihhub,https://github.com/ihhub/fheroes2,https://ihhub.github.io/fheroes2/,fheroes2 is a recreation of Heroes of Might and Magic II game engine。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,core-framework|cpp|game|game-development|game-engine|heroes-2|heroes-of-might-and-magic-2|heroes-of-might-and-magic-ii|homm-ii|homm2|strategy-game|topic-derived|turn-based-strategy,machine-classified
github-alibaba-fish-redux,fish-redux,alibaba/fish-redux,Dart,application-framework,topic-derived core-framework,framework,seed,unknown,2019,Apache-2.0,alibaba,https://github.com/alibaba/fish-redux,https://github.com/alibaba/fish-redux,An assembled flutter application framework.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,adapter|aop|component|core-framework|flutter|framework|functional-programming|reactive|redux|topic-derived,machine-classified
github-flaui-flaui,FlaUI,FlaUI/FlaUI,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2016,MIT,FlaUI,https://github.com/FlaUI/FlaUI,https://github.com/FlaUI/FlaUI,UI automation library for .Net。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,automation|automation-ui|core-framework|dotnet|framework|gui|microsoft|qa|testing|testing-tools|topic-derived|ui-automation|uiautomation|user-interface|winforms|wpf,machine-classified
github-flaxengine-flaxengine,FlaxEngine,FlaxEngine/FlaxEngine,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2020,NOASSERTION,FlaxEngine,https://github.com/FlaxEngine/FlaxEngine,https://flaxengine.com,Flax Engine – multi-platform 3D game engine。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,c-sharp|core-framework|cpp|engine|flax|flax-engine|flaxengine|game-development|game-engine|gamedev|multi-platform|topic-derived,machine-classified
github-sandermertens-flecs,flecs,SanderMertens/flecs,C,application-framework,topic-derived core-framework,framework,seed,unknown,2018,NOASSERTION,SanderMertens,https://github.com/SanderMertens/flecs,https://www.flecs.dev,A fast entity component system (ECS) for C & C++。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,c99|core-framework|cpp11|cpp14|cpp17|data-oriented|data-oriented-design|ecs|entity-component-system|entity-framework|flecs|game-development|game-engine|game-engine-framework|gamedev|modern-cpp|no-dependencies|portable|production-ready|topic-derived,machine-classified
github-zhenglibao-flexlib,FlexLib,zhenglibao/FlexLib,Objective-C,application-framework,topic-derived core-framework,framework,seed,unknown,2017,MIT,zhenglibao,https://github.com/zhenglibao/FlexLib,https://github.com/zhenglibao/FlexLib,FlexLib是一个基于flexbox模型，使用xml文件进行界面布局的框架，融合了web快速布局的能力，让iOS界面开发像写网页一样简单快速。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,autolayout|core-framework|css|facebook|flexbox|flexlib|framework|hot-reload|intellisense|ios|iphone-x|iphonex|layout|livereload|masonry|screenshot|topic-derived|xml|xml-layout|yoga,machine-classified
github-haxeflixel-flixel,flixel,HaxeFlixel/flixel,Haxe,application-framework,topic-derived core-framework,framework,seed,unknown,2011,MIT,HaxeFlixel,https://github.com/HaxeFlixel/flixel,https://haxeflixel.com/,"Free, cross-platform 2D game engine powered by Haxe and OpenFL。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,2d-game-engine|core-framework|cross-platform|flixel|game-engine|haxe|haxeflixel|haxelib|openfl|topic-derived,machine-classified
github-flwrlabs-flower,flower,flwrlabs/flower,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2020,Apache-2.0,flwrlabs,https://github.com/flwrlabs/flower,https://flower.ai,Flower: A Friendly Federated AI Framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,ai|android|artificial-intelligence|core-framework|cpp|deep-learning|federated-analytics|federated-learning|federated-learning-framework|fleet-intelligence|fleet-learning|flower|framework|grpc|ios|machine-learning|python|pytorch|raspberry-pi|scikit-learn|tensorflow|topic-derived,machine-classified
github-juicycleff-flutter-unity-view-widget,flutter-unity-view-widget,juicycleff/flutter-unity-view-widget,Dart,application-framework,topic-derived core-framework,framework,seed,unknown,2019,BSD-3-Clause,juicycleff,https://github.com/juicycleff/flutter-unity-view-widget,https://github.com/juicycleff/flutter-unity-view-widget,Embeddable unity game engine view for Flutter. Advance demo here https://github.com/juicycleff/flutter-unity-arkit-demo。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,android-library|core-framework|flutter|flutter-package|flutter-plugin|game-engine|topic-derived|unity|unity3d|unityframework|widget,machine-classified
github-foalts-foal,foal,FoalTS/foal,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2017,MIT,FoalTS,https://github.com/FoalTS/foal,https://foalts.org/,Full-featured Node.js framework 🚀。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,api|auth|core-framework|dependency-injection|express|foal|foalts|foalts-cli|framework|jwt|node|nodejs|nodejs-framework|orm|rest|sdk|security|topic-derived|typeorm|typescript|typescript-framework|web-framework,machine-classified
github-fomantic-fomantic-ui,Fomantic-UI,fomantic/Fomantic-UI,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2018,MIT,fomantic,https://github.com/fomantic/Fomantic-UI,https://fomantic-ui.com,Fomantic-UI is the official community fork of Semantic-UI。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,component-library|core-framework|css|css-framework|fomantic|fomantic-ui|fork|hacktoberfest|javascript|semantic|topic-derived|ui,machine-classified
github-foundry-rs-foundry,foundry,foundry-rs/foundry,Rust,application-framework,topic-derived core-framework,framework,seed,unknown,2021,Apache-2.0,foundry-rs,https://github.com/foundry-rs/foundry,https://getfoundry.sh/,"Foundry is a blazing fast, portable and modular toolkit for Ethereum application development written in Rust.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,alloy|blockchain|bytecode|compiler|compilers|core-framework|dapp|eth|ethereum|evm|framework|fuzzing|ir|rust|smart-contracts|solidity|tempo|testing|tooling|toolkit|topic-derived|vyper,machine-classified
github-nasa-fprime,fprime,nasa/fprime,C++,application-framework,topic-derived core-framework,framework,seed,unknown,2017,Apache-2.0,nasa,https://github.com/nasa/fprime,https://fprime.jpl.nasa.gov,F´ - A flight software and embedded systems framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,components|core-framework|cpp|embedded|embedded-systems|flight|flight-software|fprime|framework|nasa|object-oriented-programming|raspberry-pi|real-time|spaceflight|topic-derived,machine-classified
github-accord-net-framework,framework,accord-net/framework,C#,application-framework,topic-derived core-framework,framework,seed,archived,2012,LGPL-2.1,accord-net,https://github.com/accord-net/framework,http://accord-framework.net,"Machine learning, computer vision, statistics and general scientific computing for .NET。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,c-sharp|computer-vision|core-framework|ffmpeg|framework|image-processing|machine-learning|neural-network|nuget|statistics|support-vector-machines|topic-derived|unity3d|visual-studio,machine-classified
